Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Hours,Duration_Mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata
2249,1,24,6,10,20,1,30,15,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2250,1,24,3,19,45,19,40,23,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2251,2,24,5,7,0,1,20,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2252,1,21,5,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2253,0,27,6,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2254,1,18,5,20,0,18,15,22,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2255,0,24,4,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2256,1,6,5,9,35,9,45,24,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2257,1,9,3,20,50,18,50,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2258,1,18,3,8,0,15,15,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2259,1,9,4,6,5,11,20,5,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2260,1,1,4,16,30,16,20,23,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2261,1,3,3,2,5,7,25,5,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2262,1,15,5,18,55,9,20,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2263,1,18,5,17,30,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2264,1,12,6,19,15,12,35,17,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2265,0,9,4,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2266,0,3,3,5,50,8,40,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2267,1,6,3,7,5,21,0,13,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2268,1,21,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2269,0,1,5,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2270,0,27,4,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2271,0,12,5,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2272,2,6,6,9,50,23,15,13,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2273,0,1,6,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2274,1,24,3,20,30,8,55,12,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2275,1,3,3,0,30,8,45,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2276,2,15,5,10,0,13,45,27,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2277,1,9,6,17,0,10,55,17,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2278,0,21,5,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2279,1,6,5,19,35,23,15,3,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2280,1,9,3,4,0,19,15,15,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2281,0,21,5,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2282,1,24,3,21,10,9,15,12,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2283,2,27,6,14,35,12,35,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2284,2,27,3,7,0,19,15,12,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2285,0,27,6,22,5,0,25,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2286,1,21,5,10,20,21,0,10,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2287,1,24,3,16,55,16,20,23,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2288,1,6,4,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2289,0,6,3,14,10,17,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2290,1,15,5,14,55,22,30,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2291,1,6,6,15,0,19,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2292,1,9,5,18,5,23,30,5,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2293,2,27,6,12,0,19,15,7,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2294,1,21,5,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2295,1,15,6,10,0,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2296,1,15,5,7,5,22,30,15,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2297,0,27,5,11,30,14,5,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2298,1,12,6,9,35,18,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2299,1,6,6,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2300,2,9,5,10,0,1,20,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2301,1,12,6,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2302,0,18,5,19,5,20,35,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2303,1,9,5,17,0,9,45,16,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2304,0,24,4,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2305,2,21,5,10,0,1,20,15,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2306,0,6,4,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2307,1,27,6,7,55,22,25,14,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2308,0,27,6,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2309,1,15,3,7,0,16,10,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2310,2,18,5,7,0,1,20,18,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2311,2,27,5,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2312,0,9,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2313,0,15,5,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2314,1,18,5,7,10,22,40,15,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2315,1,18,5,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2316,0,24,5,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2317,1,9,6,4,55,12,35,7,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2318,1,15,6,11,55,22,30,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2319,1,27,3,4,45,15,30,10,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2320,1,27,6,15,15,1,30,10,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2321,2,3,3,6,45,23,55,17,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2322,1,15,5,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2323,1,12,6,17,30,1,30,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2324,1,9,5,21,10,8,15,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2325,0,3,6,11,10,14,5,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2326,0,15,6,13,55,15,25,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2327,1,18,5,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2328,0,15,3,9,0,11,30,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2329,2,15,6,12,15,12,35,24,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2330,0,1,6,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2331,0,18,6,19,5,20,35,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2332,1,3,6,6,0,19,15,13,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2333,1,21,3,9,45,14,25,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2334,1,9,6,8,0,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2335,1,12,6,20,0,12,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2336,2,24,5,5,50,23,15,17,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2337,1,6,5,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2338,1,12,6,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2339,1,9,5,9,0,19,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2340,0,15,3,13,10,14,30,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2341,1,9,6,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2342,1,3,3,2,35,8,30,5,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2343,2,15,5,9,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2344,1,21,5,8,25,9,20,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2345,1,6,6,18,0,1,30,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2346,2,9,5,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2347,1,27,5,7,5,19,15,12,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2348,1,3,3,6,40,13,20,6,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2349,2,6,6,6,30,20,50,14,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2350,1,6,6,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2351,0,24,3,2,55,4,25,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2352,0,27,4,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2353,1,21,3,16,55,11,25,18,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2354,1,6,6,11,40,21,0,9,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2355,2,9,6,18,25,12,35,18,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2356,0,6,4,21,10,0,5,2,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2357,0,21,6,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2358,1,27,3,6,40,15,30,8,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2359,2,15,6,5,55,19,15,13,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2360,2,21,3,13,0,18,50,29,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2361,1,21,5,8,25,8,15,23,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2362,1,6,4,7,0,12,55,5,55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2363,1,21,5,10,0,20,25,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2364,1,18,3,22,50,9,30,10,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2365,0,12,4,9,45,12,35,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2366,2,24,6,11,40,19,0,7,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2367,1,21,5,20,0,8,15,12,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2368,1,6,6,13,30,23,0,9,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2369,0,3,5,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2370,1,9,6,20,25,9,45,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2371,1,27,3,6,0,15,30,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2372,1,15,5,9,15,19,15,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2373,1,27,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2374,2,12,3,6,50,11,20,28,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2375,1,3,6,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2376,0,15,5,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2377,1,6,3,8,45,9,25,24,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2378,1,24,3,19,45,9,15,13,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2379,1,21,3,13,0,18,50,5,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2380,1,6,6,6,40,19,15,12,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2381,2,24,6,12,0,7,40,19,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2382,1,1,5,7,10,10,45,27,35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2383,1,9,5,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2384,1,9,6,10,0,20,25,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2385,0,27,5,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2386,0,15,6,6,25,7,55,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2387,1,27,6,19,0,1,30,6,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2388,0,21,3,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2389,1,12,6,16,30,4,40,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2390,0,12,6,20,20,22,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2391,1,15,4,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2392,1,3,6,11,25,21,0,9,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2393,0,12,4,17,15,19,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2394,0,6,5,2,35,4,5,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2395,1,3,6,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2396,1,21,5,21,50,4,25,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2397,0,18,4,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2398,1,24,5,17,0,19,10,26,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2399,1,15,5,4,55,12,35,7,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2400,1,24,5,20,25,23,35,27,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2401,2,27,3,6,20,18,50,12,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2402,2,9,3,8,35,21,20,12,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2403,1,6,5,19,0,4,40,9,40,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2404,1,3,3,2,15,4,25,26,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2405,1,1,3,14,5,7,40,17,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2406,1,9,6,20,25,21,5,24,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2407,1,12,6,7,10,20,20,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2408,1,24,6,7,10,22,30,15,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2409,0,12,5,17,0,19,35,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2410,1,6,3,20,35,7,40,11,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2411,1,24,3,13,55,9,15,19,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2412,0,3,5,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2413,1,12,6,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2414,2,6,3,5,25,4,25,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2415,0,18,5,22,45,0,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2416,1,9,5,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2417,0,3,6,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2418,1,12,5,15,15,20,5,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2419,0,15,5,11,40,14,30,2,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2420,0,18,4,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2421,0,21,6,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2422,0,21,3,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2423,0,18,3,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2424,1,1,4,18,55,12,0,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2425,0,27,5,21,0,23,50,2,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2426,0,18,3,22,45,0,10,1,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2427,1,21,5,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2428,0,15,6,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2429,1,18,5,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2430,1,18,5,20,55,12,35,15,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2431,1,27,5,16,0,19,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2432,0,24,5,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2433,1,6,3,21,25,21,20,23,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2434,1,12,5,6,30,16,20,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2435,1,9,6,6,30,19,50,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2436,1,18,5,3,50,12,35,8,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2437,1,1,6,17,55,22,50,4,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2438,1,9,4,17,45,1,30,7,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2439,1,27,3,9,55,21,0,11,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2440,0,24,5,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2441,0,15,3,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2442,1,9,5,22,40,10,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2443,0,9,5,21,5,23,55,2,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2444,1,24,6,3,50,19,15,15,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2445,1,18,5,6,0,19,15,13,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2446,0,21,6,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2447,1,6,6,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2448,1,6,3,20,30,8,15,11,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2449,1,15,6,11,30,19,0,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2450,1,21,3,10,0,1,35,15,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2451,1,27,3,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2452,1,15,6,10,0,19,15,9,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2453,0,18,3,17,15,19,45,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2454,2,1,6,14,35,12,35,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2455,0,9,5,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2456,1,6,6,20,25,10,55,14,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2457,0,9,3,22,20,1,10,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2458,0,6,6,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2459,1,27,5,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2460,0,9,5,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2461,0,21,3,14,20,16,55,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2462,1,1,6,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2463,0,27,4,17,0,19,35,2,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2464,1,12,6,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2465,0,3,5,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2466,0,21,5,7,5,9,20,2,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2467,0,3,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2468,1,21,3,18,15,1,35,7,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2469,1,21,3,19,15,18,50,23,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2470,1,21,5,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2471,2,9,4,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2472,0,3,6,16,55,19,55,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2473,1,12,6,16,0,21,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2474,1,21,5,16,0,19,0,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2475,0,15,6,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2476,1,24,3,8,25,4,45,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2477,1,9,6,7,35,22,30,14,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2478,2,21,5,12,0,7,40,19,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2479,1,9,6,17,0,20,20,27,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2480,1,12,6,14,0,19,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
